participant_id;nama_peserta;jenis_pelatihan;durasi_pelatihan;kehadiran (%);nilai_ujian;status_kelulusan;produktivitas_setelah_pelatihan;tanggal_mulai;tanggal_selesai;lama_pelatihan_hari;tahun;bulan
PART-00222;Jayadi Haryanto;Konstruksi;120;97;98;Lulus;87;2025-06-16;2025-07-01;16;2025;June
PART-00223;Hari Agustina;Konstruksi;80;81;94;Lulus;92;2024-07-14;2024-07-24;11;2024;July
PART-00224;Cengkal Prasetya;Pariwisata;160;100;77;Lulus;79;2024-01-19;2024-02-08;21;2024;January
PART-00225;H. Rudi Megantara;Pertanian;240;85;47;Tidak Lulus;67;2024-11-08;2024-12-08;31;2024;November
PART-00226;Oman Januar;Tataboga;160;74;77;Tidak Lulus;59;2024-01-24;2024-02-13;21;2024;January
PART-00227;Paulin Purnawati;Desain Grafis;200;96;95;Lulus;90;2025-02-07;2025-03-04;26;2025;February
PART-00228;Dt. Artanto Mulyani;Kesehatan;200;93;98;Lulus;100;2023-12-23;2024-01-17;26;2023;December
PART-00229;Ifa Salahudin;Tataboga;120;99;45;Tidak Lulus;53;2023-12-26;2024-01-10;16;2023;December
PART-00230;Ir. Kairav Lailasari;Desain Grafis;120;73;59;Tidak Lulus;70;2025-02-17;2025-03-04;16;2025;February
PART-00231;Gamani Firgantoro;Pariwisata;200;70;58;Tidak Lulus;70;2025-10-23;2025-11-17;26;2025;October
PART-00232;Kala Nasyidah, S.Pt;Pertanian;40;97;93;Lulus;98;2023-11-18;2023-11-23;6;2023;November
PART-00233;Caket Kuswandari;Konstruksi;160;70;74;Tidak Lulus;71;2025-01-27;2025-02-16;21;2025;January
PART-00234;Sutan Banawi Ardianto, S.I.Kom;Teknologi Informasi;40;98;96;Lulus;88;2025-04-20;2025-04-25;6;2025;April
PART-00235;Kenzie Utami;Tataboga;240;80;85;Lulus;99;2024-04-02;2024-05-02;31;2024;April
PART-00236;Okta Simbolon;Pariwisata;40;93;89;Lulus;93;2024-07-04;2024-07-09;6;2024;July
PART-00237;Garda Suryono;Manufaktur;80;99;88;Lulus;91;2025-09-08;2025-09-18;11;2025;September
PART-00238;Hamima Rajata;Desain Grafis;40;70;84;Tidak Lulus;66;2024-12-03;2024-12-08;6;2024;December
PART-00239;Taswir Hastuti;Manufaktur;200;86;78;Lulus;93;2024-05-14;2024-06-08;26;2024;May
PART-00240;Prayitna Budiman;Tataboga;80;88;48;Tidak Lulus;54;2024-05-16;2024-05-26;11;2024;May
PART-00241;Paris Napitupulu;Manufaktur;240;70;97;Tidak Lulus;54;2025-06-02;2025-07-02;31;2025;June
PART-00242;Hj. Suci Wastuti, S.Pt;Pertanian;200;73;99;Tidak Lulus;55;2025-02-18;2025-03-15;26;2025;February
PART-00243;Mutia Wacana, S.H.;Manufaktur;120;73;93;Tidak Lulus;58;2024-04-11;2024-04-26;16;2024;April
PART-00244;R.M. Baktiadi Pratiwi;Manufaktur;80;86;76;Lulus;99;2024-07-15;2024-07-25;11;2024;July
PART-00245;Caraka Thamrin;Pertanian;160;98;63;Tidak Lulus;72;2025-04-19;2025-05-09;21;2025;April
PART-00246;Prasetya Habibi;Pariwisata;200;76;58;Tidak Lulus;73;2024-07-30;2024-08-24;26;2024;July
PART-00247;Makara Dongoran;Kesehatan;160;74;82;Tidak Lulus;58;2023-11-24;2023-12-14;21;2023;November
PART-00248;Bakiadi Rajata;Pertanian;200;98;59;Tidak Lulus;57;2025-01-06;2025-01-31;26;2025;January
PART-00249;Kalim Novitasari;Pertanian;160;72;59;Tidak Lulus;58;2024-04-26;2024-05-16;21;2024;April
PART-00250;Pandu Rahimah;Tataboga;120;94;80;Lulus;98;2024-04-06;2024-04-21;16;2024;April
PART-00251;Estiono Purwanti, S.Gz;Konstruksi;40;90;79;Lulus;87;2025-09-20;2025-09-25;6;2025;September
PART-00252;Suci Zulkarnain, S.I.Kom;Pariwisata;240;91;51;Tidak Lulus;65;2023-11-19;2023-12-19;31;2023;November
PART-00253;Tgk. Anita Mustofa;Tataboga;80;72;50;Tidak Lulus;71;2024-09-09;2024-09-19;11;2024;September
PART-00254;Dewi Uyainah;Pariwisata;240;87;89;Lulus;100;2024-12-24;2025-01-23;31;2024;December
PART-00255;Queen Usamah, S.Pd;Pertanian;40;88;65;Tidak Lulus;57;2024-12-05;2024-12-10;6;2024;December
PART-00256;R. Liman Fujiati, M.Ak;Pertanian;120;98;84;Lulus;81;2024-12-12;2024-12-27;16;2024;December
PART-00257;Halim Laksmiwati, M.Pd;Tataboga;240;99;94;Lulus;78;2024-05-08;2024-06-07;31;2024;May
PART-00258;Aslijan Nasyiah;Kesehatan;120;70;81;Tidak Lulus;68;2025-06-15;2025-06-30;16;2025;June
PART-00259;drg. Padma Hasanah, S.Gz;Teknologi Informasi;160;94;85;Lulus;89;2025-08-15;2025-09-04;21;2025;August
PART-00260;Imam Palastri;Teknologi Informasi;80;93;88;Lulus;84;2025-03-26;2025-04-05;11;2025;March
PART-00261;Balamantri Laksita;Pariwisata;240;84;45;Tidak Lulus;58;2024-11-17;2024-12-17;31;2024;November
PART-00262;Kanda Dongoran;Kesehatan;120;96;85;Lulus;79;2024-04-27;2024-05-12;16;2024;April
PART-00263;Karimah Santoso;Teknologi Informasi;40;71;63;Tidak Lulus;57;2024-11-13;2024-11-18;6;2024;November
PART-00264;Tgk. Maria Saragih, M.Pd;Tataboga;160;92;45;Tidak Lulus;58;2025-05-17;2025-06-06;21;2025;May
PART-00265;Drs. Gaman Prakasa;Desain Grafis;240;89;60;Tidak Lulus;55;2025-02-03;2025-03-05;31;2025;February
PART-00266;Puput Firmansyah;Pertanian;80;75;74;Tidak Lulus;65;2025-03-21;2025-03-31;11;2025;March
PART-00267;Cawisadi Sirait;Desain Grafis;160;79;74;Tidak Lulus;65;2024-03-26;2024-04-15;21;2024;March
PART-00268;Jais Prabowo;Konstruksi;240;78;57;Tidak Lulus;68;2025-05-28;2025-06-27;31;2025;May
PART-00269;Laras Novitasari, M.TI.;Manufaktur;80;77;96;Tidak Lulus;54;2025-11-03;2025-11-13;11;2025;November
PART-00270;Jati Nurdiyanti;Manufaktur;240;89;64;Tidak Lulus;67;2025-04-05;2025-05-05;31;2025;April
PART-00271;Mitra Nurdiyanti;Konstruksi;240;90;64;Tidak Lulus;50;2023-12-16;2024-01-15;31;2023;December
PART-00272;Harjaya Wijaya;Teknologi Informasi;120;74;80;Tidak Lulus;54;2024-01-22;2024-02-06;16;2024;January
PART-00273;Rahmi Hidayanto;Teknologi Informasi;160;85;59;Tidak Lulus;69;2025-04-20;2025-05-10;21;2025;April
PART-00274;R. Jessica Tarihoran, M.Kom.;Kesehatan;40;99;51;Tidak Lulus;71;2024-05-29;2024-06-03;6;2024;May
PART-00275;KH. Raditya Prasetyo;Tataboga;120;90;66;Tidak Lulus;58;2025-09-27;2025-10-12;16;2025;September
PART-00276;Hani Damanik;Konstruksi;160;75;79;Tidak Lulus;72;2025-08-30;2025-09-19;21;2025;August
PART-00277;Jumari Wacana;Kesehatan;120;73;46;Tidak Lulus;59;2023-11-29;2023-12-14;16;2023;November
PART-00278;Oman Uyainah;Pariwisata;120;97;90;Lulus;94;2025-08-06;2025-08-21;16;2025;August
PART-00279;Adhiarja Rajasa;Desain Grafis;80;71;61;Tidak Lulus;74;2024-05-23;2024-06-02;11;2024;May
PART-00280;Kemal Hartati, S.Farm;Tataboga;80;70;89;Tidak Lulus;52;2024-03-01;2024-03-11;11;2024;March
PART-00281;Opan Wibisono, S.I.Kom;Tataboga;200;76;74;Tidak Lulus;52;2024-04-10;2024-05-05;26;2024;April
PART-00282;Gina Haryanto;Pertanian;200;70;72;Tidak Lulus;63;2025-05-28;2025-06-22;26;2025;May
PART-00283;Rangga Rahmawati;Tataboga;160;88;86;Lulus;93;2024-08-04;2024-08-24;21;2024;August
PART-00284;Galih Zulkarnain;Pariwisata;240;82;57;Tidak Lulus;71;2024-12-27;2025-01-26;31;2024;December
PART-00285;Gilang Iswahyudi;Tataboga;160;74;60;Tidak Lulus;72;2024-02-08;2024-02-28;21;2024;February
PART-00286;Lala Novitasari;Manufaktur;120;94;95;Lulus;96;2024-07-19;2024-08-03;16;2024;July
PART-00287;Ida Thamrin, S.Sos;Kesehatan;200;78;53;Tidak Lulus;73;2025-02-22;2025-03-19;26;2025;February
PART-00288;Wakiman Saptono;Tataboga;80;93;72;Lulus;99;2024-03-29;2024-04-08;11;2024;March
PART-00289;Yuni Yuniar;Konstruksi;80;82;78;Lulus;78;2024-01-23;2024-02-02;11;2024;January
PART-00290;Hj. Jelita Setiawan;Konstruksi;200;73;97;Tidak Lulus;72;2024-06-26;2024-07-21;26;2024;June
PART-00291;Puti Laila Oktaviani;Konstruksi;200;75;65;Tidak Lulus;56;2024-06-19;2024-07-14;26;2024;June
PART-00292;Karta Utama;Teknologi Informasi;80;89;55;Tidak Lulus;73;2024-09-13;2024-09-23;11;2024;September
PART-00293;Mumpuni Uwais;Konstruksi;80;97;47;Tidak Lulus;70;2025-03-20;2025-03-30;11;2025;March
PART-00294;Nasab Santoso;Teknologi Informasi;240;74;71;Tidak Lulus;71;2024-08-31;2024-09-30;31;2024;August
PART-00295;Zalindra Nasyidah;Kesehatan;120;77;88;Tidak Lulus;68;2024-08-07;2024-08-22;16;2024;August
PART-00296;Hamzah Kuswoyo;Pariwisata;40;76;60;Tidak Lulus;61;2024-02-23;2024-02-28;6;2024;February
PART-00297;Aurora Haryanti, S.E.;Teknologi Informasi;240;87;54;Tidak Lulus;58;2025-01-23;2025-02-22;31;2025;January
PART-00298;Gantar Budiyanto;Pariwisata;120;98;98;Lulus;82;2024-12-02;2024-12-17;16;2024;December
PART-00299;drg. Wirda Firgantoro, S.IP;Tataboga;240;80;58;Tidak Lulus;62;2025-08-02;2025-09-01;31;2025;August
PART-00300;Bala Purwanti, M.Ak;Pertanian;40;99;48;Tidak Lulus;64;2025-02-15;2025-02-20;6;2025;February
PART-00301;Asirwanda Suryatmi;Pariwisata;240;95;51;Tidak Lulus;68;2025-03-07;2025-04-06;31;2025;March
PART-00302;Caket Ardianto;Konstruksi;240;95;58;Tidak Lulus;74;2024-02-07;2024-03-08;31;2024;February
PART-00303;Kayun Manullang;Tataboga;120;71;80;Tidak Lulus;57;2024-02-08;2024-02-23;16;2024;February
PART-00304;Ir. Ciaobella Santoso;Konstruksi;80;74;49;Tidak Lulus;65;2024-05-04;2024-05-14;11;2024;May
PART-00305;Jamal Marpaung;Desain Grafis;160;85;84;Lulus;93;2024-10-01;2024-10-21;21;2024;October
PART-00306;Kasusra Widiastuti;Pertanian;40;77;88;Tidak Lulus;70;2025-09-11;2025-09-16;6;2025;September
PART-00307;Jaiman Purwanti;Manufaktur;240;79;99;Tidak Lulus;59;2024-07-18;2024-08-17;31;2024;July
PART-00308;Garan Riyanti;Pertanian;80;97;86;Lulus;96;2024-09-21;2024-10-01;11;2024;September
PART-00309;Kayla Suartini;Pariwisata;80;79;68;Tidak Lulus;50;2025-06-10;2025-06-20;11;2025;June
PART-00310;Kusuma Purnawati, S.E.I;Kesehatan;240;73;84;Tidak Lulus;72;2024-01-25;2024-02-24;31;2024;January
PART-00311;Ir. Atmaja Mansur;Konstruksi;240;85;88;Lulus;93;2023-12-26;2024-01-25;31;2023;December
PART-00312;Drs. Wage Natsir, S.Farm;Teknologi Informasi;80;74;82;Tidak Lulus;74;2025-08-25;2025-09-04;11;2025;August
PART-00313;Drs. Cahyanto Wibisono, S.Psi;Tataboga;120;72;57;Tidak Lulus;67;2024-06-08;2024-06-23;16;2024;June
PART-00314;Zelda Utama;Pariwisata;120;74;49;Tidak Lulus;65;2025-03-10;2025-03-25;16;2025;March
PART-00315;Dr. Vinsen Andriani;Konstruksi;200;72;46;Tidak Lulus;73;2025-03-09;2025-04-03;26;2025;March
PART-00316;Raharja Saptono;Pertanian;200;97;62;Tidak Lulus;58;2024-11-02;2024-11-27;26;2024;November
PART-00317;Jail Damanik;Manufaktur;40;74;49;Tidak Lulus;53;2024-10-11;2024-10-16;6;2024;October
PART-00318;Gaiman Tarihoran;Teknologi Informasi;160;90;88;Lulus;76;2024-05-16;2024-06-05;21;2024;May
PART-00319;R. Yessi Laksmiwati, M.M.;Pariwisata;240;78;98;Tidak Lulus;59;2025-09-09;2025-10-09;31;2025;September
PART-00320;Ilyas Budiyanto;Manufaktur;200;85;64;Tidak Lulus;63;2025-02-16;2025-03-13;26;2025;February
PART-00321;Dr. Eman Pangestu, S.E.I;Pariwisata;120;84;61;Tidak Lulus;59;2024-01-16;2024-01-31;16;2024;January
PART-00322;Wulan Sitorus;Pertanian;160;76;62;Tidak Lulus;57;2025-06-01;2025-06-21;21;2025;June
PART-00323;Kasiran Utami;Manufaktur;120;95;46;Tidak Lulus;50;2025-06-05;2025-06-20;16;2025;June
PART-00324;Nabila Hastuti;Kesehatan;240;95;46;Tidak Lulus;63;2025-02-11;2025-03-13;31;2025;February
PART-00325;Julia Maryati;Pertanian;40;71;66;Tidak Lulus;63;2024-10-24;2024-10-29;6;2024;October
PART-00326;KH. Eko Rahayu, S.Farm;Pariwisata;120;90;48;Tidak Lulus;73;2025-01-02;2025-01-17;16;2025;January
PART-00327;Puti Pratama;Teknologi Informasi;120;72;92;Tidak Lulus;57;2024-08-03;2024-08-18;16;2024;August
PART-00328;Indra Laksita;Teknologi Informasi;120;86;76;Lulus;98;2023-11-28;2023-12-13;16;2023;November
PART-00329;drg. Pangestu Simbolon;Manufaktur;80;83;55;Tidak Lulus;59;2024-06-30;2024-07-10;11;2024;June
PART-00330;Jamalia Andriani;Konstruksi;120;76;82;Tidak Lulus;57;2024-11-05;2024-11-20;16;2024;November
PART-00331;Febi Purwanti, S.Psi;Kesehatan;120;77;57;Tidak Lulus;73;2024-10-23;2024-11-07;16;2024;October
PART-00332;Victoria Saptono;Teknologi Informasi;200;93;94;Lulus;85;2025-07-02;2025-07-27;26;2025;July
PART-00333;drg. Gangsa Anggraini, M.M.;Desain Grafis;160;94;100;Lulus;82;2025-09-20;2025-10-10;21;2025;September
PART-00334;Catur Nainggolan;Tataboga;40;95;62;Tidak Lulus;73;2024-09-04;2024-09-09;6;2024;September
PART-00335;Shania Nasyidah;Desain Grafis;160;91;52;Tidak Lulus;60;2024-03-27;2024-04-16;21;2024;March
PART-00336;Laksana Astuti;Kesehatan;240;94;79;Lulus;78;2024-04-14;2024-05-14;31;2024;April
PART-00337;drg. Praba Anggraini, S.H.;Konstruksi;40;85;65;Tidak Lulus;69;2024-05-23;2024-05-28;6;2024;May
PART-00338;Gandi Budiyanto;Manufaktur;200;74;71;Tidak Lulus;71;2024-08-27;2024-09-21;26;2024;August
PART-00339;Hasan Hutagalung;Teknologi Informasi;240;75;65;Tidak Lulus;54;2024-12-10;2025-01-09;31;2024;December
PART-00340;Cut Dewi Sitorus, S.Ked;Konstruksi;200;78;45;Tidak Lulus;56;2024-07-29;2024-08-23;26;2024;July
PART-00341;dr. Dodo Adriansyah, S.E.I;Konstruksi;160;95;85;Lulus;75;2023-11-29;2023-12-19;21;2023;November
PART-00342;T. Kayun Napitupulu;Kesehatan;160;83;54;Tidak Lulus;54;2025-10-24;2025-11-13;21;2025;October
PART-00343;Taswir Farida;Tataboga;80;99;60;Tidak Lulus;72;2025-09-16;2025-09-26;11;2025;September
PART-00344;Zamira Prasetya;Konstruksi;80;91;98;Lulus;85;2023-12-07;2023-12-17;11;2023;December
PART-00345;Manah Ramadan;Tataboga;200;76;81;Tidak Lulus;63;2025-04-24;2025-05-19;26;2025;April
PART-00346;Ir. Maman Tarihoran, S.IP;Konstruksi;240;87;65;Tidak Lulus;56;2025-02-09;2025-03-11;31;2025;February
PART-00347;drg. Hamzah Haryanto, M.Ak;Kesehatan;240;86;48;Tidak Lulus;58;2025-01-10;2025-02-09;31;2025;January
PART-00348;Malika Suartini;Kesehatan;200;79;59;Tidak Lulus;67;2024-08-16;2024-09-10;26;2024;August
PART-00349;Surya Mustofa;Pertanian;120;92;45;Tidak Lulus;73;2025-03-24;2025-04-08;16;2025;March
PART-00350;Gina Zulaika, S.T.;Pariwisata;200;82;96;Lulus;75;2024-01-04;2024-01-29;26;2024;January
PART-00351;Praba Haryanto;Manufaktur;160;88;93;Lulus;87;2025-06-08;2025-06-28;21;2025;June
PART-00352;Dadi Wulandari;Desain Grafis;240;81;96;Lulus;95;2024-02-03;2024-03-04;31;2024;February
PART-00353;Widya Mulyani;Manufaktur;160;91;74;Lulus;86;2023-12-17;2024-01-06;21;2023;December
PART-00354;Cawuk Hutasoit;Tataboga;240;81;96;Lulus;81;2025-05-28;2025-06-27;31;2025;May
PART-00355;Saadat Suartini;Pertanian;240;95;89;Lulus;83;2024-03-02;2024-04-01;31;2024;March
PART-00356;Ganep Sinaga, S.Ked;Desain Grafis;40;76;88;Tidak Lulus;59;2024-01-10;2024-01-15;6;2024;January
PART-00357;R.A. Icha Anggriawan;Konstruksi;160;75;57;Tidak Lulus;62;2024-08-11;2024-08-31;21;2024;August
PART-00358;R. Hana Latupono, S.Farm;Desain Grafis;200;76;66;Tidak Lulus;61;2025-04-16;2025-05-11;26;2025;April
PART-00359;Puti Agnes Sudiati;Desain Grafis;40;71;83;Tidak Lulus;60;2024-08-15;2024-08-20;6;2024;August
PART-00360;Shania Mardhiyah, M.Pd;Teknologi Informasi;200;74;75;Tidak Lulus;50;2025-07-24;2025-08-18;26;2025;July
PART-00361;T. Chandra Puspasari, S.Pd;Pariwisata;40;76;92;Tidak Lulus;53;2025-07-06;2025-07-11;6;2025;July
PART-00362;R.A. Yuliana Putra;Pertanian;120;89;46;Tidak Lulus;54;2024-07-31;2024-08-15;16;2024;July
PART-00363;Martana Nuraini, M.Pd;Pariwisata;40;98;78;Lulus;87;2024-01-17;2024-01-22;6;2024;January
PART-00364;Sutan Martani Mulyani, M.Pd;Konstruksi;160;86;65;Tidak Lulus;53;2025-10-04;2025-10-24;21;2025;October
PART-00365;Ridwan Pertiwi;Pariwisata;80;91;77;Lulus;76;2024-02-23;2024-03-04;11;2024;February
PART-00366;Ian Mahendra, M.TI.;Kesehatan;40;88;51;Tidak Lulus;52;2024-07-23;2024-07-28;6;2024;July
PART-00367;Ratih Saputra;Konstruksi;200;74;63;Tidak Lulus;58;2025-05-22;2025-06-16;26;2025;May
PART-00368;Cut Salsabila Halim;Pariwisata;40;100;89;Lulus;90;2024-07-17;2024-07-22;6;2024;July
PART-00369;Respati Maryadi, S.Ked;Manufaktur;200;78;54;Tidak Lulus;63;2025-05-05;2025-05-30;26;2025;May
PART-00370;Ulva Mulyani;Teknologi Informasi;160;99;62;Tidak Lulus;57;2025-03-24;2025-04-13;21;2025;March
PART-00371;T. Wardaya Prasetya, S.Psi;Manufaktur;40;80;55;Tidak Lulus;54;2024-07-22;2024-07-27;6;2024;July
PART-00372;Cahyono Astuti;Manufaktur;240;75;81;Tidak Lulus;66;2024-08-10;2024-09-09;31;2024;August
PART-00373;Tania Hutagalung;Kesehatan;240;78;72;Tidak Lulus;58;2024-10-01;2024-10-31;31;2024;October
PART-00374;Elisa Sihotang;Tataboga;160;72;96;Tidak Lulus;70;2024-01-02;2024-01-22;21;2024;January
PART-00375;Jagapati Mustofa;Konstruksi;200;79;82;Tidak Lulus;60;2025-03-07;2025-04-01;26;2025;March
PART-00376;Puti Rahmi Samosir, S.Pt;Pariwisata;80;75;63;Tidak Lulus;69;2024-05-07;2024-05-17;11;2024;May
PART-00377;Ir. Cager Wibisono, M.TI.;Konstruksi;40;70;82;Tidak Lulus;66;2024-03-06;2024-03-11;6;2024;March
PART-00378;Jane Uwais;Pertanian;120;96;77;Lulus;78;2024-02-18;2024-03-04;16;2024;February
PART-00379;Garda Suartini;Kesehatan;80;74;89;Tidak Lulus;50;2024-11-25;2024-12-05;11;2024;November
PART-00380;Ir. Ismail Sihombing;Teknologi Informasi;240;89;81;Lulus;84;2025-11-07;2025-12-07;31;2025;November
PART-00381;Ganep Wijaya;Pariwisata;120;75;71;Tidak Lulus;64;2024-10-19;2024-11-03;16;2024;October
PART-00382;Drs. Sarah Ardianto;Konstruksi;40;72;100;Tidak Lulus;62;2024-12-24;2024-12-29;6;2024;December
PART-00383;Tina Novitasari, M.Farm;Konstruksi;200;81;64;Tidak Lulus;73;2024-10-02;2024-10-27;26;2024;October
PART-00384;Dt. Pandu Puspasari;Konstruksi;80;90;93;Lulus;83;2025-08-21;2025-08-31;11;2025;August
PART-00385;Koko Namaga;Kesehatan;200;94;74;Lulus;92;2024-07-17;2024-08-11;26;2024;July
PART-00386;Diana Mandasari;Desain Grafis;160;90;94;Lulus;91;2024-06-15;2024-07-05;21;2024;June
PART-00387;Karna Prayoga;Pariwisata;80;83;66;Tidak Lulus;55;2024-01-03;2024-01-13;11;2024;January
PART-00388;Jais Wulandari;Kesehatan;120;74;79;Tidak Lulus;66;2023-11-27;2023-12-12;16;2023;November
PART-00389;Vanya Wibowo, M.Ak;Pertanian;120;98;73;Lulus;94;2025-02-19;2025-03-06;16;2025;February
PART-00390;Zelaya Thamrin;Konstruksi;40;96;56;Tidak Lulus;58;2024-01-08;2024-01-13;6;2024;January
PART-00391;Hendra Yulianti;Pariwisata;80;85;74;Lulus;83;2025-08-02;2025-08-12;11;2025;August
PART-00392;Kiandra Habibi;Pertanian;80;70;99;Tidak Lulus;52;2025-03-13;2025-03-23;11;2025;March
PART-00393;H. Cemplunk Hartati, S.T.;Desain Grafis;80;98;82;Lulus;100;2024-06-03;2024-06-13;11;2024;June
PART-00394;R.A. Cici Prakasa, S.H.;Manufaktur;120;80;49;Tidak Lulus;52;2025-07-19;2025-08-03;16;2025;July
PART-00395;Darsirah Mahendra;Kesehatan;240;99;94;Lulus;87;2024-07-03;2024-08-02;31;2024;July
PART-00396;Vinsen Gunawan, S.Gz;Manufaktur;80;87;93;Lulus;84;2025-08-31;2025-09-10;11;2025;August
PART-00397;Najwa Hutapea;Tataboga;80;81;93;Lulus;99;2025-01-20;2025-01-30;11;2025;January
PART-00398;Sutan Oman Waskita;Tataboga;200;95;96;Lulus;80;2025-09-28;2025-10-23;26;2025;September
PART-00399;Drs. Zulfa Tampubolon, M.TI.;Konstruksi;200;98;94;Lulus;82;2024-09-11;2024-10-06;26;2024;September
PART-00400;Tira Ramadan;Desain Grafis;200;86;81;Lulus;75;2025-04-11;2025-05-06;26;2025;April
PART-00401;T. Wisnu Iswahyudi, S.T.;Tataboga;120;87;76;Lulus;93;2024-10-10;2024-10-25;16;2024;October
PART-00402;Ega Saptono;Manufaktur;240;83;99;Lulus;80;2025-08-05;2025-09-04;31;2025;August
PART-00403;Ina Wastuti;Teknologi Informasi;40;91;97;Lulus;91;2023-12-24;2023-12-29;6;2023;December
PART-00404;Caturangga Aryani, S.I.Kom;Desain Grafis;80;85;69;Tidak Lulus;63;2024-06-18;2024-06-28;11;2024;June
PART-00405;Dr. Lanang Kusumo;Kesehatan;40;73;57;Tidak Lulus;73;2025-02-09;2025-02-14;6;2025;February
PART-00406;Jasmin Yuliarti;Teknologi Informasi;160;87;61;Tidak Lulus;66;2023-12-04;2023-12-24;21;2023;December
PART-00407;Prima Handayani;Tataboga;120;80;58;Tidak Lulus;74;2025-01-21;2025-02-05;16;2025;January
PART-00408;Sabrina Suwarno;Tataboga;80;77;88;Tidak Lulus;53;2024-03-13;2024-03-23;11;2024;March
PART-00409;Irfan Wastuti;Konstruksi;240;85;48;Tidak Lulus;65;2024-06-10;2024-07-10;31;2024;June
PART-00410;Radika Laksita, S.E.;Teknologi Informasi;120;73;77;Tidak Lulus;73;2025-05-18;2025-06-02;16;2025;May
PART-00411;Aswani Oktaviani;Kesehatan;200;92;84;Lulus;90;2025-09-16;2025-10-11;26;2025;September
PART-00412;Genta Habibi;Teknologi Informasi;160;79;68;Tidak Lulus;70;2025-05-26;2025-06-15;21;2025;May
PART-00413;drg. Puput Yuniar;Pertanian;40;85;68;Tidak Lulus;71;2024-12-22;2024-12-27;6;2024;December
PART-00414;Fitria Mandasari, M.Kom.;Manufaktur;160;92;69;Tidak Lulus;59;2024-06-20;2024-07-10;21;2024;June
PART-00415;Nadine Aryani, M.M.;Pariwisata;40;81;51;Tidak Lulus;58;2023-12-18;2023-12-23;6;2023;December
PART-00416;Kasiyah Melani;Desain Grafis;160;86;65;Tidak Lulus;58;2025-03-21;2025-04-10;21;2025;March
PART-00417;Almira Adriansyah, S.Pt;Desain Grafis;40;84;70;Lulus;83;2025-06-11;2025-06-16;6;2025;June
PART-00418;Bagus Napitupulu;Tataboga;160;95;61;Tidak Lulus;73;2025-06-08;2025-06-28;21;2025;June
PART-00419;Hasim Budiyanto;Konstruksi;80;99;96;Lulus;98;2024-05-08;2024-05-18;11;2024;May
PART-00420;Prabowo Maheswara;Konstruksi;120;88;63;Tidak Lulus;72;2025-09-13;2025-09-28;16;2025;September
PART-00421;Widya Palastri;Pertanian;120;72;97;Tidak Lulus;63;2024-07-01;2024-07-16;16;2024;July
PART-00422;Nurul Hastuti;Teknologi Informasi;240;83;99;Lulus;75;2024-10-24;2024-11-23;31;2024;October
PART-00423;Jumadi Thamrin;Konstruksi;200;75;45;Tidak Lulus;72;2025-10-01;2025-10-26;26;2025;October
PART-00424;Puti Zalindra Prastuti, S.I.Kom;Konstruksi;120;100;92;Lulus;78;2024-11-25;2024-12-10;16;2024;November
PART-00425;Vega Thamrin;Desain Grafis;120;92;65;Tidak Lulus;55;2023-11-17;2023-12-02;16;2023;November
PART-00426;Hendri Pratama;Teknologi Informasi;120;71;69;Tidak Lulus;60;2025-07-19;2025-08-03;16;2025;July
PART-00427;Kariman Mustofa;Konstruksi;120;94;48;Tidak Lulus;67;2024-05-21;2024-06-05;16;2024;May
PART-00428;Safina Thamrin;Kesehatan;120;97;70;Lulus;75;2025-05-10;2025-05-25;16;2025;May
PART-00429;Ganda Nababan;Manufaktur;200;83;93;Lulus;84;2025-04-23;2025-05-18;26;2025;April
PART-00430;Melinda Mahendra;Desain Grafis;240;98;61;Tidak Lulus;69;2025-03-05;2025-04-04;31;2025;March
PART-00431;Kartika Halim;Manufaktur;120;98;60;Tidak Lulus;57;2024-03-26;2024-04-10;16;2024;March
PART-00432;Chelsea Siregar, M.Pd;Manufaktur;200;82;76;Lulus;96;2024-01-08;2024-02-02;26;2024;January
PART-00433;Arta Santoso;Pariwisata;40;97;48;Tidak Lulus;50;2025-06-22;2025-06-27;6;2025;June
PART-00434;Alika Nuraini, S.Kom;Pariwisata;120;72;83;Tidak Lulus;68;2025-10-29;2025-11-13;16;2025;October
PART-00435;Jarwi Agustina;Tataboga;240;86;70;Lulus;79;2024-09-22;2024-10-22;31;2024;September
PART-00436;Jarwadi Thamrin, S.Pt;Pertanian;240;70;46;Tidak Lulus;66;2024-09-09;2024-10-09;31;2024;September
PART-00437;R. Daru Putra, S.I.Kom;Kesehatan;160;76;83;Tidak Lulus;74;2025-08-05;2025-08-25;21;2025;August
PART-00438;Rahayu Farida, S.Farm;Manufaktur;80;79;81;Tidak Lulus;58;2024-04-19;2024-04-29;11;2024;April
PART-00439;Dr. Lanang Manullang, S.E.I;Desain Grafis;120;73;81;Tidak Lulus;53;2025-09-06;2025-09-21;16;2025;September
PART-00440;Dt. Indra Pranowo;Manufaktur;160;87;90;Lulus;90;2025-10-29;2025-11-18;21;2025;October
PART-00441;Elon Permata;Pariwisata;240;99;60;Tidak Lulus;66;2025-02-08;2025-03-10;31;2025;February
PART-00442;Raihan Rahayu;Pertanian;80;96;66;Tidak Lulus;52;2025-01-13;2025-01-23;11;2025;January
PART-00443;Yusuf Hutapea, S.E.;Tataboga;200;81;58;Tidak Lulus;72;2024-04-05;2024-04-30;26;2024;April
PART-00444;Praba Siregar;Kesehatan;200;71;71;Tidak Lulus;65;2024-03-13;2024-04-07;26;2024;March
